age,occupation,maritalStatus,education,creditDefault,housingLoan,personalLoan,contactMode,month,dayOfWeek,duration,campaign,pdays,previous,poutcome,subscribed
34,admin.,single,university.degree,no,no,no,telephone,jun,thu,128,1,999,0,nonexistent,no
39,admin.,married,high.school,no,no,no,cellular,aug,thu,315,2,4,1,success,yes
56,management,divorced,university.degree,no,no,no,cellular,nov,wed,90,2,999,0,nonexistent,no
47,services,divorced,high.school,no,no,no,telephone,may,mon,179,2,999,0,nonexistent,no
29,self-employed,married,basic.9y,unknown,yes,no,telephone,jul,wed,188,1,999,0,nonexistent,no
43,admin.,married,high.school,no,yes,no,cellular,jul,mon,118,1,999,0,nonexistent,no
51,admin.,divorced,university.degree,no,yes,no,cellular,jul,mon,151,2,999,0,nonexistent,no
37,technician,married,basic.6y,unknown,no,no,cellular,jul,fri,130,2,999,0,nonexistent,no
38,admin.,divorced,university.degree,no,no,no,cellular,jul,tue,232,3,999,0,nonexistent,no
31,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,204,1,999,0,nonexistent,no
59,technician,married,professional.course,unknown,no,no,telephone,may,thu,206,2,999,0,nonexistent,no
25,blue-collar,single,high.school,unknown,no,no,telephone,jun,fri,136,3,999,0,nonexistent,no
47,management,married,university.degree,no,yes,no,cellular,sep,mon,323,1,3,2,success,yes
36,housemaid,married,basic.4y,no,no,no,cellular,jul,mon,262,4,999,0,nonexistent,no
31,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,1121,1,999,0,nonexistent,yes
40,admin.,married,university.degree,no,no,no,cellular,apr,thu,815,1,999,0,nonexistent,yes
51,services,married,high.school,unknown,no,no,telephone,may,wed,132,1,999,0,nonexistent,no
33,blue-collar,single,basic.9y,no,yes,no,cellular,nov,mon,101,1,999,0,nonexistent,no
46,admin.,single,university.degree,no,yes,no,cellular,may,mon,801,5,999,1,failure,yes
43,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,318,7,999,0,nonexistent,no
41,technician,divorced,professional.course,no,no,no,telephone,jul,wed,38,1,999,0,nonexistent,no
55,retired,married,high.school,no,no,no,telephone,may,fri,924,1,999,0,nonexistent,yes
30,technician,single,university.degree,no,yes,no,cellular,aug,mon,14,13,999,0,nonexistent,no
51,technician,married,basic.6y,unknown,no,no,telephone,jun,fri,527,2,999,0,nonexistent,no
48,services,divorced,high.school,no,yes,no,cellular,apr,mon,436,1,999,0,nonexistent,no
48,admin.,divorced,high.school,no,no,yes,telephone,jun,fri,36,5,999,0,nonexistent,no
33,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,337,4,999,0,nonexistent,no
45,admin.,married,university.degree,no,yes,no,cellular,aug,thu,77,9,999,0,nonexistent,no
46,blue-collar,married,basic.9y,no,yes,yes,telephone,may,fri,128,3,999,0,nonexistent,no
33,self-employed,married,university.degree,no,no,no,telephone,may,tue,367,5,999,0,nonexistent,no
41,self-employed,married,high.school,no,yes,no,telephone,may,tue,102,1,999,0,nonexistent,no
40,self-employed,married,basic.4y,unknown,yes,no,telephone,may,fri,82,2,999,0,nonexistent,no
27,admin.,married,professional.course,no,yes,no,cellular,may,thu,444,1,999,0,nonexistent,no
39,management,divorced,university.degree,no,no,no,telephone,may,mon,207,1,999,0,nonexistent,no
46,self-employed,married,basic.4y,unknown,no,no,telephone,may,thu,35,24,999,0,nonexistent,no
37,self-employed,married,professional.course,no,no,no,cellular,jun,wed,321,1,999,0,nonexistent,yes
30,services,married,high.school,no,yes,no,telephone,may,mon,92,2,999,0,nonexistent,no
45,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,54,2,999,0,nonexistent,no
29,technician,single,university.degree,no,no,no,cellular,may,mon,68,2,999,0,nonexistent,no
26,entrepreneur,single,high.school,no,no,no,telephone,may,wed,331,2,999,0,nonexistent,no
53,management,divorced,university.degree,no,no,no,cellular,apr,thu,198,2,999,0,nonexistent,no
40,admin.,married,professional.course,unknown,no,no,cellular,apr,mon,98,3,999,0,nonexistent,no
37,admin.,divorced,basic.9y,unknown,yes,no,telephone,jun,mon,303,2,999,0,nonexistent,no
44,management,divorced,university.degree,no,yes,no,cellular,apr,thu,207,1,999,0,nonexistent,no
30,admin.,single,high.school,no,no,no,cellular,jul,thu,160,4,999,0,nonexistent,no
58,services,married,high.school,no,no,no,cellular,mar,mon,135,1,999,2,failure,no
38,admin.,single,high.school,unknown,yes,no,telephone,jun,mon,287,2,999,0,nonexistent,no
26,admin.,single,university.degree,no,yes,yes,cellular,jul,mon,118,4,999,0,nonexistent,no
35,technician,divorced,professional.course,no,yes,no,cellular,apr,wed,405,1,999,0,nonexistent,no
39,technician,married,basic.9y,unknown,yes,no,telephone,jun,wed,155,1,999,0,nonexistent,no
36,admin.,single,university.degree,no,no,no,cellular,aug,fri,71,3,999,0,nonexistent,no
55,admin.,married,high.school,no,no,no,cellular,jun,mon,180,1,999,0,nonexistent,no
35,admin.,married,university.degree,no,no,no,cellular,may,thu,322,3,999,0,nonexistent,no
54,technician,married,university.degree,unknown,no,no,cellular,may,fri,217,7,999,0,nonexistent,no
55,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,212,2,999,0,nonexistent,no
31,services,divorced,professional.course,no,yes,no,cellular,nov,tue,61,1,999,0,nonexistent,no
30,admin.,married,university.degree,no,yes,no,cellular,jun,mon,288,1,999,0,nonexistent,yes
36,self-employed,married,basic.9y,no,yes,no,cellular,nov,thu,317,2,999,0,nonexistent,no
27,services,single,basic.9y,no,no,no,telephone,jul,wed,120,4,999,0,nonexistent,no
35,retired,married,professional.course,no,no,no,telephone,may,wed,97,2,999,0,nonexistent,no
31,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,wed,280,4,999,0,nonexistent,no
31,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,109,1,999,0,nonexistent,no
36,admin.,divorced,university.degree,no,no,no,cellular,aug,mon,559,1,5,1,success,yes
36,blue-collar,single,high.school,unknown,no,no,telephone,may,mon,90,2,999,0,nonexistent,no
54,services,married,unknown,no,no,no,telephone,may,mon,400,1,999,0,nonexistent,no
34,blue-collar,single,basic.4y,unknown,no,yes,telephone,may,wed,135,2,999,0,nonexistent,no
31,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,tue,1051,3,999,0,nonexistent,yes
31,technician,married,high.school,no,no,no,cellular,aug,fri,171,7,999,0,nonexistent,no
50,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,152,5,999,0,nonexistent,no
46,blue-collar,single,basic.4y,unknown,yes,no,telephone,jul,wed,558,6,999,0,nonexistent,no
27,admin.,single,high.school,no,no,no,telephone,may,fri,656,2,999,0,nonexistent,no
29,admin.,married,university.degree,no,no,no,cellular,nov,mon,142,1,999,1,failure,no
53,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,154,10,999,0,nonexistent,no
47,blue-collar,married,basic.4y,no,no,yes,cellular,aug,thu,274,3,999,0,nonexistent,no
34,admin.,married,high.school,no,yes,no,cellular,aug,thu,103,1,999,0,nonexistent,no
31,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,97,5,999,0,nonexistent,no
30,management,married,university.degree,no,no,no,cellular,may,fri,67,1,999,1,failure,no
32,technician,single,university.degree,no,unknown,unknown,cellular,nov,thu,26,1,999,1,failure,no
37,blue-collar,divorced,basic.9y,unknown,yes,no,telephone,may,thu,219,3,999,0,nonexistent,no
33,technician,single,professional.course,no,yes,no,cellular,mar,tue,459,1,999,0,nonexistent,yes
43,admin.,married,university.degree,no,yes,yes,cellular,aug,thu,444,1,999,0,nonexistent,no
35,services,married,high.school,unknown,yes,no,telephone,jun,thu,107,1,999,0,nonexistent,no
55,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,fri,385,6,999,0,nonexistent,no
39,blue-collar,divorced,unknown,unknown,no,yes,telephone,may,thu,145,2,999,0,nonexistent,no
33,services,married,high.school,no,yes,no,cellular,jul,fri,82,2,999,0,nonexistent,no
37,blue-collar,married,basic.4y,no,no,yes,telephone,jun,thu,640,3,999,0,nonexistent,no
42,unemployed,married,basic.6y,unknown,no,no,telephone,jun,thu,87,2,999,0,nonexistent,no
29,admin.,married,university.degree,no,no,no,cellular,may,wed,155,2,999,0,nonexistent,no
46,self-employed,married,basic.9y,unknown,no,no,telephone,jun,thu,49,1,999,0,nonexistent,no
28,services,married,high.school,no,yes,no,cellular,jul,tue,286,1,999,0,nonexistent,no
27,technician,married,professional.course,no,no,no,cellular,may,thu,347,2,999,1,failure,yes
52,services,married,basic.9y,unknown,no,no,telephone,may,thu,80,3,999,0,nonexistent,no
52,technician,married,high.school,unknown,no,no,telephone,may,wed,68,1,999,0,nonexistent,no
36,admin.,single,university.degree,no,no,no,cellular,may,mon,327,1,999,0,nonexistent,no
42,blue-collar,divorced,basic.6y,no,yes,no,telephone,may,mon,503,2,999,0,nonexistent,no
28,admin.,single,high.school,no,no,no,telephone,oct,wed,958,1,999,0,nonexistent,yes
37,services,married,high.school,unknown,no,yes,telephone,may,thu,284,1,999,0,nonexistent,no
45,technician,divorced,basic.9y,no,no,no,cellular,nov,fri,179,4,999,0,nonexistent,no
38,admin.,married,university.degree,no,no,no,telephone,may,wed,111,4,999,0,nonexistent,no
30,technician,married,high.school,no,yes,no,telephone,may,tue,354,3,999,0,nonexistent,no
41,blue-collar,married,basic.9y,unknown,yes,yes,telephone,may,wed,44,3,999,0,nonexistent,no
33,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,1309,2,999,0,nonexistent,no
40,services,divorced,high.school,no,yes,no,cellular,may,mon,262,2,999,0,nonexistent,no
39,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,85,2,999,0,nonexistent,no
36,blue-collar,single,basic.6y,unknown,no,no,cellular,jul,mon,276,2,999,0,nonexistent,no
35,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,101,2,999,1,failure,no
34,technician,married,high.school,unknown,no,no,cellular,aug,tue,332,1,999,0,nonexistent,no
38,unemployed,divorced,high.school,no,no,no,telephone,may,tue,349,3,999,0,nonexistent,no
26,admin.,single,basic.9y,unknown,yes,no,cellular,may,thu,33,3,999,1,failure,no
40,self-employed,married,high.school,unknown,yes,no,telephone,jul,mon,46,2,999,0,nonexistent,no
48,blue-collar,married,basic.6y,no,unknown,unknown,telephone,may,fri,379,1,999,0,nonexistent,no
34,admin.,married,university.degree,no,no,no,cellular,oct,thu,401,1,999,0,nonexistent,yes
39,management,married,university.degree,no,yes,no,cellular,aug,thu,80,3,999,0,nonexistent,no
52,management,married,university.degree,no,yes,no,cellular,nov,thu,179,2,999,0,nonexistent,no
58,retired,married,professional.course,no,yes,yes,telephone,jun,mon,100,2,999,0,nonexistent,no
36,management,married,university.degree,unknown,yes,yes,cellular,aug,fri,508,4,999,0,nonexistent,no
55,management,married,university.degree,no,yes,no,cellular,jul,thu,1341,7,999,0,nonexistent,yes
38,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,tue,156,4,999,0,nonexistent,no
48,management,married,university.degree,no,yes,no,telephone,may,wed,353,3,999,0,nonexistent,no
44,entrepreneur,divorced,university.degree,no,no,no,cellular,apr,thu,404,1,999,0,nonexistent,no
23,unemployed,single,high.school,no,no,no,telephone,jul,tue,7,1,999,0,nonexistent,no
34,unemployed,single,university.degree,no,yes,no,cellular,jun,tue,167,2,999,0,nonexistent,yes
46,admin.,divorced,high.school,no,no,no,telephone,may,fri,132,1,999,0,nonexistent,no
32,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,66,2,999,0,nonexistent,no
42,admin.,married,basic.4y,no,no,no,telephone,may,mon,322,1,999,0,nonexistent,no
25,technician,single,professional.course,no,yes,no,cellular,jul,thu,234,1,999,0,nonexistent,no
32,technician,married,university.degree,no,no,no,telephone,sep,wed,994,3,999,0,nonexistent,no
17,student,single,unknown,no,no,yes,cellular,oct,tue,896,1,2,2,success,yes
53,technician,married,professional.course,no,no,no,cellular,aug,fri,136,1,999,0,nonexistent,no
33,technician,married,basic.9y,no,yes,no,telephone,may,mon,315,1,999,0,nonexistent,no
27,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,210,1,999,0,nonexistent,no
35,admin.,single,basic.4y,unknown,unknown,unknown,telephone,jun,fri,248,2,999,0,nonexistent,no
29,management,single,university.degree,no,no,no,telephone,may,fri,170,2,999,0,nonexistent,no
51,technician,married,professional.course,no,yes,no,cellular,nov,thu,123,1,999,0,nonexistent,no
32,technician,married,professional.course,unknown,no,no,cellular,aug,thu,68,1,999,0,nonexistent,no
33,technician,married,professional.course,unknown,yes,no,cellular,aug,mon,61,3,999,0,nonexistent,no
40,admin.,divorced,high.school,no,yes,no,cellular,aug,wed,293,6,999,0,nonexistent,no
56,admin.,divorced,high.school,no,yes,no,telephone,jun,thu,71,1,999,0,nonexistent,no
48,blue-collar,married,basic.4y,no,no,no,cellular,may,wed,79,2,999,1,failure,no
48,services,married,high.school,no,no,no,cellular,aug,mon,115,5,999,0,nonexistent,no
48,blue-collar,married,professional.course,no,no,no,telephone,jun,tue,68,6,999,0,nonexistent,no
45,admin.,married,university.degree,unknown,no,yes,cellular,jul,mon,93,1,999,0,nonexistent,no
57,technician,married,professional.course,no,no,no,cellular,jul,mon,68,2,999,0,nonexistent,no
54,technician,married,professional.course,no,no,no,cellular,jul,fri,796,1,999,0,nonexistent,no
40,admin.,married,university.degree,unknown,yes,no,telephone,jul,wed,340,1,999,0,nonexistent,no
29,services,married,high.school,unknown,yes,no,cellular,may,thu,63,1,999,0,nonexistent,no
40,services,married,high.school,no,yes,no,cellular,apr,tue,158,2,999,0,nonexistent,no
88,retired,divorced,basic.4y,no,no,no,cellular,mar,wed,323,1,999,0,nonexistent,yes
39,admin.,married,university.degree,no,no,no,telephone,may,mon,583,6,999,0,nonexistent,no
43,admin.,married,university.degree,unknown,yes,no,telephone,may,fri,165,1,999,0,nonexistent,no
48,services,married,high.school,unknown,yes,yes,cellular,aug,mon,72,1,999,0,nonexistent,no
52,blue-collar,married,unknown,no,no,no,cellular,jul,thu,394,1,999,0,nonexistent,no
33,blue-collar,single,basic.9y,unknown,yes,no,telephone,jun,tue,114,3,999,0,nonexistent,no
35,services,married,professional.course,unknown,no,no,telephone,jun,fri,103,1,999,0,nonexistent,no
34,blue-collar,divorced,basic.4y,no,yes,no,telephone,may,fri,306,3,999,0,nonexistent,no
31,services,single,high.school,no,yes,no,telephone,jun,wed,89,1,999,0,nonexistent,no
48,admin.,married,university.degree,no,yes,no,cellular,apr,thu,141,1,999,0,nonexistent,yes
39,unemployed,married,university.degree,no,no,no,telephone,jun,fri,212,1,999,0,nonexistent,no
40,services,married,university.degree,no,yes,no,cellular,jul,fri,131,2,999,0,nonexistent,no
31,technician,single,professional.course,no,no,no,cellular,aug,mon,196,10,999,0,nonexistent,no
36,management,married,basic.9y,no,unknown,unknown,telephone,may,mon,285,2,999,0,nonexistent,no
31,management,married,university.degree,no,no,yes,cellular,aug,wed,92,1,999,0,nonexistent,no
61,admin.,married,university.degree,unknown,yes,no,cellular,jun,wed,1076,2,999,0,nonexistent,yes
35,management,married,university.degree,no,no,no,telephone,may,wed,273,1,999,0,nonexistent,no
55,admin.,married,basic.9y,no,yes,yes,cellular,nov,thu,430,2,999,0,nonexistent,no
50,admin.,married,high.school,no,no,no,telephone,nov,mon,117,5,999,0,nonexistent,no
40,admin.,married,high.school,no,yes,no,cellular,aug,tue,105,1,999,0,nonexistent,no
29,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,175,1,999,0,nonexistent,no
51,self-employed,single,basic.9y,no,yes,no,cellular,nov,thu,104,1,999,0,nonexistent,yes
47,blue-collar,single,basic.9y,no,yes,yes,telephone,jul,mon,41,9,999,0,nonexistent,no
58,services,married,basic.4y,no,no,no,telephone,may,fri,226,1,999,0,nonexistent,no
38,blue-collar,married,basic.4y,no,no,no,telephone,may,mon,241,1,999,0,nonexistent,no
38,admin.,married,university.degree,no,yes,yes,telephone,may,wed,154,2,999,0,nonexistent,no
36,management,married,university.degree,unknown,no,no,telephone,aug,fri,208,4,999,0,nonexistent,no
58,retired,married,basic.9y,no,no,no,telephone,jun,fri,33,2,999,0,nonexistent,no
52,management,married,university.degree,unknown,no,no,telephone,may,mon,268,4,999,0,nonexistent,no
56,technician,married,high.school,no,no,no,telephone,oct,thu,234,1,999,0,nonexistent,yes
40,technician,single,professional.course,unknown,yes,no,cellular,may,thu,17,8,999,0,nonexistent,no
49,technician,divorced,high.school,no,no,no,cellular,aug,tue,109,2,999,0,nonexistent,no
44,blue-collar,married,basic.9y,no,no,no,cellular,aug,mon,135,3,999,0,nonexistent,no
34,admin.,single,university.degree,no,yes,no,cellular,aug,thu,419,3,999,0,nonexistent,no
37,technician,married,professional.course,no,no,no,cellular,jun,mon,129,1,999,0,nonexistent,yes
40,management,married,university.degree,no,no,no,telephone,jun,thu,136,1,999,0,nonexistent,no
28,admin.,married,high.school,no,yes,no,cellular,nov,tue,254,5,999,0,nonexistent,yes
79,retired,married,basic.9y,no,yes,no,cellular,apr,thu,510,1,999,0,nonexistent,yes
56,services,married,high.school,no,no,no,cellular,nov,mon,156,1,999,0,nonexistent,no
32,admin.,married,high.school,unknown,yes,no,telephone,may,mon,35,3,999,0,nonexistent,no
32,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,205,3,999,0,nonexistent,no
38,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,388,1,999,0,nonexistent,no
50,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,371,2,999,0,nonexistent,no
55,services,married,high.school,unknown,yes,no,cellular,apr,fri,45,7,999,1,failure,no
36,admin.,married,university.degree,no,yes,no,telephone,may,tue,166,3,999,0,nonexistent,no
57,admin.,married,high.school,unknown,no,no,cellular,aug,tue,135,15,999,0,nonexistent,no
51,admin.,divorced,university.degree,no,no,no,telephone,jul,mon,359,1,999,0,nonexistent,no
